Column1,tweet_dt,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted,sentiment_true,emotion_true
150,13/08/2021,1.43E+18,coryawhyte,???? Orange you Glad you have a TSLA ????,Fixed it!,0,0,0,FALSE,positive,joy
151,13/08/2021,1.43E+18,GoldmanSachBOT,EquityMarketPredictor,"Tesla, Inc. (TSLA) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Tesla, In…",0,0,0,FALSE,positive,joy
152,13/08/2021,1.43E+18,trader_redart,TraderX,The Elan of Elon Musk | $TSLAQ $TSLA,0,0,0,FALSE,positive,joy
153,13/08/2021,1.43E+18,olympicsgo,OlympicsgoIND,"""By 2030 it is said to increase by 3-4 times"" lol, wh…",0,0,0,FALSE,positive,joy
154,13/08/2021,1.43E+18,enzaere,Enzaere,"hello dear elon I invested all my money in safemoon and I believe it is a quality coin, you know b…",0,0,0,FALSE,positive,love
155,13/08/2021,1.43E+18,Mrtnvrbst,mrvb,How is a hydrogen car not electric? ??,0,0,0,FALSE,neutral,neutral
156,13/08/2021,1.43E+18,Nairametrics,Nairametrics,Elon Musk is now world’s richest man as Tesla stocks soar to new heights,2,0,0,FALSE,positive,joy
157,13/08/2021,1.43E+18,keith_dorschner,Keith Dorschner,Wheel covers?,1,0,0,FALSE,neutral,neutral
158,13/08/2021,1.43E+18,ChazC318,Black Goku,Screw the compressor on the Tec it ain't make a sound like a Tesla,0,0,0,FALSE,positive,neutral
159,13/08/2021,1.43E+18,H2Ninja,Stormy Thunder,Tesla Model 3 vs Toyota Camry: TRUE OWNERSHIP COST Comparison  via,0,0,0,FALSE,neutral,neutral
160,13/08/2021,1.43E+18,foottrenball,FOOTTRENBALL,"Poor Cultural mind ""Elon Musk"" ignoring where Tesla was born and giving today advantage to people wh…",0,0,0,FALSE,negative,neutral
161,13/08/2021,1.43E+18,Jzaafarani,Joseph Zaafarani,anywhere to buy new Plaid accessories.  site only has older models...#plaid #Tesla,0,0,0,FALSE,neutral,neutral
162,13/08/2021,1.43E+18,rantsofmich,"Pete Bronson, CPA, CA",Pretty much same thing many small to mid company have done in the pas…,1,0,0,FALSE,neutral,neutral
163,13/08/2021,1.43E+18,zGodofThunder,Thor,This is another great video explaining H vs E,0,0,0,FALSE,positive,joy
164,13/08/2021,1.43E+18,stock_slayer,Stock Slayer,$AAZZF A2Z Smart Technologies to Implement A 3 to 1 Share Consolidation to Meet NASDAQ Initial Listing Requirements…,1,0,0,FALSE,neutral,neutral
165,13/08/2021,1.43E+18,Gyk_2000,Gowri Yokesh Kumar S??,"Opportunity don’t come on our way so easily?? so hold the opportunity as much closer ?? 

#musk #mars…",0,0,2,FALSE,neutral,neutral
166,13/08/2021,1.43E+18,BertelSchmitt,BertelSchmitt™ 2x jabbed ??????????,Laughs Off Concern $TSLA German Plant Will Sap Water Supply  via,1,0,1,FALSE,neutral,neutral
167,13/08/2021,1.43E+18,Tesla_Taylor,Tesla Taylor,"Cross-chain Crypto Derivatives Exchange 
$cdz is now live on  #ignition.

Don't forget to check out…",0,0,0,FALSE,positive,joy
168,13/08/2021,1.43E+18,progstah,Will Gill,2-week wait to get my #tesla into a service center so they can “look at it”. $715B company and the closest service is 60 miles away ??,1,0,0,FALSE,negative,anger
169,13/08/2021,1.43E+18,CityIndex_Josh,Josh Warner,"Top US #stocks to watch 

??#Disney beats expectations 

??#KSU may delay takeover vote 

???#Airbnb expects new reven…",1,0,1,FALSE,neutral,neutral
170,13/08/2021,1.43E+18,crtrud,Craig Trudell,This documentary delves into the issue ~8 1/2 minutes in:,0,0,0,FALSE,neutral,neutral
171,13/08/2021,1.43E+18,WilliamK82,Stoic Stock Trader,"Damn, that’s what my daughter is going to say about Tesla",1,0,0,FALSE,positive,joy
172,13/08/2021,1.43E+18,KaliforniaDad,Kalifornia,Tesla Model 3 Standard Range Plus sold out for 2021 in the US - TESLARATI,0,0,0,FALSE,positive,joy
173,13/08/2021,1.43E+18,DirtyTesla,DirtyTesla,no text,0,0,0,FALSE,neutral,neutral
174,13/08/2021,1.43E+18,getkeemut,keemut,Our data shows it's worth $59k assuming the battery is 97% or better. Carvana makes $5000 gross profit per…,2,0,0,FALSE,positive,joy
175,13/08/2021,1.43E+18,DilksJay,Jay Dilks,Personally speaking: I drive a Diesel VW but realize the upside of Tesla. I kind of like d…,0,0,0,FALSE,positive,joy
176,13/08/2021,1.43E+18,PauljHorton,Sunset_Tesla waiting on a Long Range S,Tesla's Musk hopes to make first cars at German plant in Oct. ??boom ?? via,0,0,0,FALSE,positive,joy
177,13/08/2021,1.43E+18,RJLInvestments,Ronald Regan,The economic moat in Tesla’s case would be the fact that they lead the electronic car space and have an attraction…,0,0,0,FALSE,positive,joy
178,13/08/2021,1.43E+18,GenYEconomist,Millennial Economist,what if you replace Tesla/Elon in your letter with wirecard/Austrian COO? Does the market cap justify it in a similar way?,0,0,0,FALSE,neutral,neutral
179,13/08/2021,1.43E+18,bopinion,Bloomberg Opinion,How does the “Tesla of biotech” compare with Tesla?,4,0,1,FALSE,positive,joy
180,13/08/2021,1.43E+18,costakonti1,costa,Tesla achieved 25% margin on Y - 3 that is double GM margin!,0,0,0,FALSE,positive,joy
181,13/08/2021,1.43E+18,SandV_YT,SandV,"My point was never to say I don't like Tencent or have a grudge against them, I use Epic Games (which…",0,0,0,FALSE,neutral,neutral
182,13/08/2021,1.43E+18,Demetri09536950,Demetrius Martin,Ya but doesn’t doing it his way create jobs??? And is it not better th…,0,0,0,FALSE,positive,joy
183,13/08/2021,1.43E+18,futureniche,future niche,"I watched a man convert a gas car to run on WATER, then put the hose from exhaust…",0,0,0,FALSE,positive,joy
184,13/08/2021,1.43E+18,whatisee14,WHAT I SEE,"Custom Marketing Strategies for the Long Run. 
  #wsj #nytimes #reuters #cnn #bet #foxnews…",0,0,0,FALSE,positive,joy
185,13/08/2021,1.43E+18,RJLInvestments,Ronald Regan,"For example, Tesla $TSLA has a PE Ratio of 370.1x, which may seem like it’s extremely overvalued. But since it’s a…",0,0,0,FALSE,positive,joy
186,13/08/2021,1.43E+18,DR0N3L0RD,DR0N3L0RD - IFTTTester~ Acount,"Elon at it again: Thank you Elon Musk.... 
#Elon #ElonMusk #spaceX #Space #tesla #starship",0,0,1,FALSE,positive,love
187,13/08/2021,1.43E+18,Fas_Boi,day_o,"finally, 5 years after placing my deposit..  #tesla",9,0,2,FALSE,positive,joy
188,13/08/2021,1.43E+18,SeraB89475082,Sera.B,Can I buy Tesla with Doge coin with this updater?,0,0,0,FALSE,neutral,neutral
189,13/08/2021,1.43E+18,Jaypiter,Jaypiter,I thought we were going to be running on trash by now. Why doesn’t someone invent…,0,0,0,FALSE,negative,anger
190,13/08/2021,1.43E+18,zGodofThunder,Thor,Love this clip … I send it to anyone who tells me H is better than E for cars.,0,0,0,FALSE,positive,love
191,13/08/2021,1.43E+18,DirtyTesla,DirtyTesla,At the time of the screenshot we just didn't have much on. Our peak was around 9kW…,1,0,0,FALSE,positive,joy
192,13/08/2021,1.43E+18,terraplanisa,isa,uh oh guys nikola tesla is here,0,0,0,FALSE,positive,joy
193,13/08/2021,1.43E+18,MattFolly1,FBI Omar Castro ?? Splinter Cell agent,"YOU WANNA OWN TESLA,  

TAKE IT.?????",0,0,0,FALSE,positive,joy
194,13/08/2021,1.43E+18,MerchMazing,MerchMazing,"News flash, Tesla sucks and will be bankrupt soon",0,0,0,FALSE,negative,anger
195,13/08/2021,1.43E+18,CraftDAnimation,DaZZ,Am I right in thinking that the new Tesla ability is aimed at Co-op players?  I have it upgraded and I literally ha…,0,0,0,FALSE,negative,anger
196,13/08/2021,1.43E+18,naashonomics,naashonomics,$tsla may get a 2 year holiday if it shares plan for #VocalForLocal #AtmanirbharBharat,0,0,0,FALSE,positive,joy
197,13/08/2021,1.43E+18,SFE10541430,SFE,Yes it does. It’s the future. He’s backed the wrong horse. There’s a place for el…,0,0,0,FALSE,negative,anger
198,13/08/2021,1.43E+18,Rand0mNPC,Random NPC (sus mouse farts) ??,crushed ego.,2,0,0,FALSE,negative,anger
199,13/08/2021,1.43E+18,vhs122,A Scared money don't make money,"$LCID to who want do  a real invest as tesla, why you not buy the lucid motors share $LCID This is the future, not…",1,0,1,FALSE,,
200,13/08/2021,1.43E+18,SantiagoBalzar6,Sabatti,"But natural gas is a fossil fuel, and it would poll…",1,0,0,FALSE,,
201,13/08/2021,1.43E+18,FMossotto,Franco Mossotto,"Updated position of Tesla ships.

Explore the map on 

Ships positions in the thread below.…",5,0,0,FALSE,,
202,13/08/2021,1.43E+18,ICEH_Energy,ICE-H Energy ?,"Tesla says Tesla Semi electric truck’s weight is on point, and that’s crucial",0,0,0,FALSE,,
203,13/08/2021,1.43E+18,iFortknox,???????? (who/whom)??,Maybe SUVs. And Tesla lol,0,0,0,FALSE,,
204,13/08/2021,1.43E+18,YosefsBeard,Yosef’s Beard,"Armanti is in the NCAA, Southern Conference, and App State record books, put up unbelievable stats, was the first b…",4,0,1,FALSE,,
205,13/08/2021,1.43E+18,miskaknapek,miska knapek,Chanceler-candidate Armin Laschet has a scientific argument with Elon Musk....about whether Hydrogen or Electricity…,0,0,0,FALSE,,
206,13/08/2021,1.43E+18,miketap101,Michael Delaney,HODLING all my DOGE. Birthday is the 31st would REALLY like to get my new car already waiting on my TESLA DOGE. Thank You,0,0,0,FALSE,,
207,13/08/2021,1.43E+18,MattFolly1,FBI Omar Castro ?? Splinter Cell agent,WHO WANTS TO RULE TESLA,0,0,0,FALSE,,
208,13/08/2021,1.43E+18,GBoorojian,Garrett Boorojian,Thank you  and  for interviewing me about the $1.2T #bipartisan #InfrastructureBill that pas…,0,0,0,FALSE,,
209,13/08/2021,1.43E+18,IOI_game,Trade Race Manager $IOI,"We finished! 

Congratulations to today's winner. 

Almost half of the Tesla Competition is over, so let's collect…",4,0,1,FALSE,,
210,13/08/2021,1.43E+18,webbd_,Webb,Shop for groceries? Work on computer? I…,0,0,0,FALSE,,
211,13/08/2021,1.43E+18,Rumidancin,Raven,Amazon and Tesla stocks are tanking and these mfs just cruising around space no cares in the wotld,0,0,0,FALSE,,
212,13/08/2021,1.43E+18,itsgrey_r,Ricardo,F* legend ??????,0,0,0,FALSE,,
213,13/08/2021,1.43E+18,iam_tech,Ian??????? ? :))?,Obviously Tesla is the best bro,4,0,0,FALSE,,
214,13/08/2021,1.43E+18,saumitra_j,Saumitra ????,No talibs will go for a Tesla gifted by the great USA for being goid boys  ??,1,0,0,FALSE,,
215,13/08/2021,1.43E+18,DirtyTesla,DirtyTesla,Well what's your referral code?! ??,0,0,0,FALSE,,
216,13/08/2021,1.43E+18,itsHarman75,Harman,The electricity used for tesla recharge at public places is from diesel generators (btw don’t mind me…,1,0,0,FALSE,,
217,13/08/2021,1.43E+18,Ndeshmo,Nderitu Muriithi,"Yoh  since you moved to Texas, and now they have voted to suppress voting by introducing archaic laws that…",0,0,0,FALSE,,
218,13/08/2021,1.43E+18,reformat80,re.Format,Feeling like a kid again. Just took delivery of my #tesla #modely.,0,0,0,FALSE,,
219,13/08/2021,1.43E+18,Ronald42685270,Phelan Seck Ceeann Freigh,In 2008 elon was smoking Mary Jane for the first time.....,0,0,0,FALSE,,
220,13/08/2021,1.43E+18,jsocialmo,xdg90,"Giga Germany: 600 months ago vs this week
#Merkel",0,0,0,FALSE,,
221,13/08/2021,1.43E+18,ekankitpatel,Ankit Patel,"If you want to find the secrets of the universe, think in terms of energy, frequency and vibration.
–Nikola Tesla",1,0,0,FALSE,,
222,13/08/2021,1.43E+18,astrid_T_C,astrid,I mean look at elizabeth holmes and theranos... the company got eva…,0,0,0,FALSE,,
223,13/08/2021,1.43E+18,lilo_dion,newyorksveryown_,tesla and apple doing numbers compared to earlier this week,0,0,0,FALSE,,
224,13/08/2021,1.43E+18,NYConvergence,Lloyd Trufelman,"Tesla Service Center Approved In East Hartford, Connecticut:",0,0,0,FALSE,,
225,13/08/2021,1.43E+18,ElonPromises,Elon Promises,"""Never need another funding round once we are past production hell. I'm just making up numbers here.""

#Tesla $tsla $tslaq",0,0,0,FALSE,,
226,13/08/2021,1.43E+18,Cecero,Cecero,Shhhh the electric car/Tesla fans don’t want to know abou…,0,0,0,FALSE,,
227,13/08/2021,1.43E+18,Bgames_Photo,Alex B. - Photonologist,Exactly! More than Tesla gave me ??,0,0,0,FALSE,,
228,13/08/2021,1.43E+18,ElliotAvidane,Elliot Avidane,How did you accumulate so many shares/ $? Any tips? I have 98 shares…,0,0,0,FALSE,,
229,13/08/2021,1.43E+18,Leichtperlig2,Leichtperlig,"Armin Laschet should have asked Elon #Musk, if he is the sperm donor of Amber Heard's defrosted campaign baby. That…",0,0,0,FALSE,,
230,13/08/2021,1.43E+18,dwalster22,der Dwalster,Would be funny if they leave the letters on the cars for a while even when already in the Stores:D,3,0,0,FALSE,,
231,13/08/2021,1.43E+18,WillingAndreT,?? Iceberg Slim Simp ??,"Me driving a Tesla everyday:
""Peons and their hand driven gas motor-cars"" ??",0,0,0,FALSE,,
232,13/08/2021,1.43E+18,Jack28316016,Jack,"Where do the batteries go when they're dead?

How's that good for the environment?",0,0,0,FALSE,,
233,13/08/2021,1.43E+18,DR0N3L0RD,DR0N3L0RD - IFTTTester~ Acount,"Elon at it again: Elon Gives a New Important Update on Giga Berlin Production 
#Elon…",0,0,1,FALSE,,
234,13/08/2021,1.43E+18,MylandBurke,The Myland,Is Cryptocurrency really a currency or just another casino chip?  I know of no place I shop that accepts it.  And I…,0,0,0,FALSE,,
235,13/08/2021,1.43E+18,bornabela,marcela,hawking e tesla fodase,0,0,0,FALSE,,
236,13/08/2021,1.43E+18,PinkvillaTech,pinkvillatech,Indian government may lower import tax for #Tesla electric cars in India; here are the details,0,0,0,FALSE,,
237,13/08/2021,1.43E+18,michalmalewicz,Michal Malewicz,"Oh nice! I'm just before the ""Purchase a Tesla"" level ??",1,0,0,FALSE,,
238,13/08/2021,1.43E+18,Jane45580728,Jane,"She has systematically evaluated hundreds of coins, and…",0,0,0,FALSE,,
239,13/08/2021,1.43E+18,DetroitTeslaTek,Ren P,Didn’t loose power for that long but peace of mind as solar and powerwa…,2,0,0,FALSE,,
240,13/08/2021,1.43E+18,Kasibert1,Martin Kleiber,U can't recycle oil but u c…,0,0,0,FALSE,,
241,13/08/2021,1.43E+18,Finbob59176455,Finbob,Ok. That's interesting. In Ireland a standard kettle represents about a 1kW load. I lo…,1,0,0,FALSE,,
242,13/08/2021,1.43E+18,tesla_adri,Tesla_Adri,Guess for stores. First Customer cars are on Helios ray and glovis supreme,1,0,0,FALSE,,
243,13/08/2021,1.43E+18,Marcus_US_stock,Marcus,"Top 10 trending stocks on WallStreetBets as of Aug 13, 2021

1. ContextLogic $WISH
2. SoFi Technologies $SOFI
3. Cl…",3,0,1,FALSE,,
244,13/08/2021,1.43E+18,skelet_on_V,skelet_on_V,think of not having both and saying to…,0,0,0,FALSE,,
245,13/08/2021,1.43E+18,foottrenball,FOOTTRENBALL,"Tesla-Elon Musk , about burned Tesla because of electric short-contact when charging ... signifies you havent yet i…",0,0,0,FALSE,,
246,13/08/2021,1.43E+18,ireminisces,Goldie,Interesting Elon Musk any thoughts on #COPL or #KIST ?,0,0,0,FALSE,,
247,13/08/2021,1.43E+18,objectsmith,O.Smith ??,"Elon Musk has grilled those involved in Telsa's £5billion German giga-factory, including state leaders, as it faces…",2,0,2,FALSE,,
248,13/08/2021,1.43E+18,theblackdetour,The Black Detour,Former Tesla Employee Awarded $1 Million In Suit Against Company for Allegedly Turning Blind Eye to Racist Work Env…,9,0,2,FALSE,,
249,13/08/2021,1.43E+18,astrid_T_C,astrid,Yeah i agree with you the funny thing about nature is if we continu…,0,0,0,FALSE,,
250,13/08/2021,1.43E+18,liamdenning,Liam Denning,"Moderna, Tesla and total addressable market-caps (jv w/    via  $MRNA $TSLA",3,0,2,FALSE,,
251,13/08/2021,1.43E+18,Mnorinsberg,Michael Norinsberg,"#Our1929Quotes
#BondBubbleUpdate

This article is one big dopey #Our1929Quotes:",1,0,0,FALSE,,
252,13/08/2021,1.43E+18,MrTeslaX,Mr Tesla X,"Congrats man, please give us more #Singapore #Tesla content!",1,0,0,FALSE,,
253,13/08/2021,1.43E+18,auzpause0848,Austin Castro,I thought I broke my touch screen on the way home in my tesla because nothing would happen when I touched the scree…,0,0,0,FALSE,,
254,13/08/2021,1.43E+18,JonBryant421,Jon Bryant,These fans don't seem to follow the company that closely. They just assume t…,0,0,0,FALSE,,
255,13/08/2021,1.43E+18,MarvinGrahamIII,Marvin Graham,All my car enthusiasts how do you feel about the self driving Mercedes is Tesla in trouble?,0,0,0,FALSE,,
256,13/08/2021,1.43E+18,IAM_Alerts,IAM,Elon Musk does not hate patents and Tesla's famous pledge is not as generous as it seems,2,0,4,FALSE,,
257,13/08/2021,1.43E+18,KIAMEIBOT,hourly kiamei,"TESLA: Mei, I want you to listen to me carefully. 
TESLA: ..Two months. She has less than two months left. That's t…",6,0,0,FALSE,,
258,13/08/2021,1.43E+18,pcsummers314,Polly Summers,"The Tesla logo looks like an IUD. That’s definitely on purpose, as a joke about the Tesla coil, right? Right?

This…",0,0,0,FALSE,,
259,13/08/2021,1.43E+18,evway,EV Way,Elon Musk explains why Tesla’s China sales plunged in July,0,0,0,FALSE,,
260,13/08/2021,1.43E+18,Doggie_wumpus,Doggiewumpus,Unmarked bills for for your job as a Tesla shill?,1,0,0,FALSE,,
261,13/08/2021,1.43E+18,chasd00,chad,thank you for the Everyday Astronaut interview. Did the lessons learned in Tesla prod hell make the produ…,0,0,0,FALSE,,
262,13/08/2021,1.43E+18,evway,EV Way,Tesla Battery Supplier CATL Plans $9 Billion Share Sale to Boost Capacity,0,0,0,FALSE,,
263,13/08/2021,1.43E+18,zittiriziprit,Hedek Pampa,"“Only 30 minutes” lol, what are you guys are doing for…",0,0,0,FALSE,,
264,13/08/2021,1.43E+18,earlgraham,Glenn Earl Graham ???????????????????,This is not in the national news. WOW ??,2,0,0,FALSE,,
265,13/08/2021,1.43E+18,IbrihamTuray,$IBTU????????????,Tesla's AI tipping point is coming up | Why I am still bullish on Tesla ...  via,0,0,0,FALSE,,
266,13/08/2021,1.43E+18,wuyan20051202,Small Iraq,I hope Tesla will accept Dogecoin. I really want to own a Tesla.,0,0,0,FALSE,,
267,13/08/2021,1.43E+18,thoromyr,Black Cats,pretty sure he's just trolling,1,0,0,FALSE,,
268,13/08/2021,1.43E+18,weijgenberger,bill eijgenberger,Tesla Stock Price and Forecast: Why is TSLA stock going up? Charged for test of $780,0,0,0,FALSE,,
269,13/08/2021,1.43E+18,roo_44,Roo_44,Like a poorly built Tesla.,0,0,0,FALSE,,
270,13/08/2021,1.43E+18,pol_klo,Klo pol,"Mobileye doesnt make cars, nor has it the data that Tesla has. Mobileye is nowhere",0,0,0,FALSE,,
271,13/08/2021,1.43E+18,DevinLindelof,D-ROCK,Someone needs to invent a company that prints a vinyl film to cover all of those pieces. I know it’s i…,0,0,0,FALSE,,
272,13/08/2021,1.43E+18,nareshnarayan19,naresh narayan,"And while they troll Tesla like tigers, they default on govt debt…",1,0,0,FALSE,,
273,13/08/2021,1.43E+18,DuronicMormon,Travis,Yes Tesla made the silly mistake of assuming people were smart enough to not just look at the…,0,0,0,FALSE,,
274,13/08/2021,1.43E+18,wuyan20051202,Small Iraq,I hope Tesla will accept dogecoin,0,0,0,FALSE,,
275,13/08/2021,1.43E+18,Chrysto,Chrysto,"Love that you got 420likes ??

PS: thank you for the support and the…",2,0,0,FALSE,,
276,13/08/2021,1.43E+18,ayeyochill,Ayeyochill,Get a Tesla especially in Northern VA and DC,0,0,0,FALSE,,
277,13/08/2021,1.43E+18,LaxaleJacques,Jacques laxale,"Excellent, can't wait to buy my Tesla with BabyDoge coin soon,to Mars ??",1,0,0,FALSE,,
278,13/08/2021,1.43E+18,dwalster22,der Dwalster,What are these for? Stores? Test Production?,1,0,0,FALSE,,
279,13/08/2021,1.43E+18,By_JackRoberts,Jack Roberts,"Good news!
(For me, anyway.)
My  Truck Tech blog is back!
In this installment, a look at Tesla’s trouble…",1,0,0,FALSE,,
280,13/08/2021,1.43E+18,evway,EV Way,Tesla China R&amp;D Center To Go Online Soon: $25K Car Coming?,0,0,0,FALSE,,
281,13/08/2021,1.43E+18,Jayakumar_Tesla,??A Jayakumar MPhil?? ????????????,Congratulations ????#Tesla #ElonMusk,0,0,0,FALSE,,
282,13/08/2021,1.43E+18,STEVEN04821672,STEVEN,TESLA AND DOGECOIN ?? ARE THE FUTURE ?? ??,2,0,0,FALSE,,
283,13/08/2021,1.43E+18,Khamlic10469334,Khamlichi ????,"Oh yeah the Tesla fanboy ?? No we both follow the verge.
Well that sucks. I have the GW acti…",0,0,0,FALSE,,
284,13/08/2021,1.43E+18,Kasibert1,Martin Kleiber,Takes way more energy to split molecule than…,0,0,0,FALSE,,
285,13/08/2021,1.43E+18,Symbology,Allen,American corporations have exploited their workers for centuries.  With…,0,0,0,FALSE,,
286,13/08/2021,1.43E+18,JustinMallais,Justin Mallais,Are you sure about this?,0,0,0,FALSE,,
287,13/08/2021,1.43E+18,littleprinceJD,MainStreet?itcoin (MSB)??,"Can Bitcoin Usher In An Era Of World Peace? 

#Bitcoin #elsalvador #crypto #hodl #usd…",0,0,1,FALSE,,
288,13/08/2021,1.43E+18,Cryptoe26648948,Crypto enthusiast,Did that come with ur new Tesla???,0,0,0,FALSE,,
289,13/08/2021,1.43E+18,STEVEN04821672,STEVEN,TESLA AND DOGECOIN ARE THE FUTURE! WOOF WOOF ?????????????,3,0,0,FALSE,,
290,13/08/2021,1.43E+18,vincentliberta2,Vincent Arguimbau,"Despite one in million odds, Tesla's capitalization reached orbit with a secure capital base for it to thrive but H…",0,0,0,FALSE,,
291,13/08/2021,1.43E+18,pritchetttome,bre,why u wearing a tesla hat in the Hyundai bro no one is fooled,0,0,0,FALSE,,
292,13/08/2021,1.43E+18,ramacvr,RM,Wouldn’t it be hilarious  if Tesla model 2 is called model  Q  instead,0,0,0,FALSE,,
293,13/08/2021,1.43E+18,ChrisLiMRX3,C-MRX-3711 ?,You have no clue how much I understand that.  Its crazy how closed off some can be.,0,0,0,FALSE,,
294,13/08/2021,1.43E+18,HardyFuture,Hardy,W…,1,0,0,FALSE,,
295,13/08/2021,1.43E+18,maxwiethe,Max Wiethe,I’m 90% sure he never shorted Tesla. If Muddy Waters or one of the research shops didn’t go activi…,0,0,0,FALSE,,
296,13/08/2021,1.43E+18,Doggie_wumpus,Doggiewumpus,Not that I want to fan the fires of this stupid Levine vs Tesla war. But reservations are the…,1,0,0,FALSE,,
297,13/08/2021,1.43E+18,Ironman_E,Eric,It’s the fu-ture??,0,0,0,FALSE,,
298,13/08/2021,1.43E+18,Hedge_Your_Risk,RiskHedge,"#JoeBiden recently signed an executive order for half of all new car sales in America to be electric by 2030.
This…",0,0,0,FALSE,,
299,13/08/2021,1.43E+18,JohnnaCrider1,Johnna Crider,Tesla’s Lowest Priced Model 3 Is Sold Out For Rest Of 2021 In USA,20,0,3,FALSE,,
300,13/08/2021,1.43E+18,Duuknukem,DuukB,could tesla become a driving school with tesla auto pilot becoming the driving teacher? Asking for my future kids,0,0,0,FALSE,,
301,13/08/2021,1.43E+18,bigo93,TPONN ??? SuperStraight ????,"“Definitely it’s an opportunity missed for Tesla and an opportunity gained for European manufacturers.”

The EU is…",0,0,0,FALSE,,
302,13/08/2021,1.43E+18,yELLOW87603597,yELLOW,"have you consider investigate Nano technology and applying it to Tesla? If yes, I would recommend using…",0,0,0,FALSE,,
303,13/08/2021,1.43E+18,STEVEN04821672,STEVEN,TESLA AND DOGECOIN ?? ARE THE FUTURE ?? ??,2,0,0,FALSE,,
304,13/08/2021,1.43E+18,CuervoBorracho,Cuervo “Master of Corvid”,He’s going to change his title to something like…,0,0,0,FALSE,,
305,13/08/2021,1.43E+18,JBH212,Taffman,"Hi. I ordered my Tesla Model 3 about 2 years ago, when Tesla changed the default colour from black to…",0,0,0,FALSE,,
306,13/08/2021,1.43E+18,RevManda,Manda Adams,"I agree it’s completely ludicrous, but there was plenty of panic about the electrical age. The Tesla-…",0,0,0,FALSE,,
307,13/08/2021,1.43E+18,PaulArYFin,Paul,"The existential question for EV charger placement is ""Do people charge when they've stopped or do they stop when th…",0,0,0,FALSE,,
308,13/08/2021,1.43E+18,TeslaOwnersZA,Tesla Owners South Africa,Driving from Cape Town to Polokwane with 0 disengagements. ??,0,0,0,FALSE,,
309,13/08/2021,1.43E+18,carwisdombot,Car Culture Wisdom,"Choose the Tesla instead of silver, a car payment rather than choice gold.",0,0,0,FALSE,,
310,13/08/2021,1.43E+18,thevoltmonkey,VOLT MONKEY ????,"Road trips anywhere in Europe are cheap and convenient with an EV. As an example, here is the Tesla Supercharger Ne…",0,0,0,FALSE,,
